base_url,city,citycountry,cloudiness,country,humidity,lat,lng,temp,wind speed
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=pevek,ru&APPID=658432372d775e19d42e7c70280b22af",pevek,pevekru,12,ru,71,86,167,-2.06,3.26
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=lappeenranta,fi&APPID=658432372d775e19d42e7c70280b22af",lappeenranta,lappeenrantafi,0,fi,42,61,28,19.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=cidreira,br&APPID=658432372d775e19d42e7c70280b22af",cidreira,cidreirabr,0,br,69,-39,-38,24.49,4.16
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=pak phanang,th&APPID=658432372d775e19d42e7c70280b22af",pak phanang,pak phanangth,32,th,100,9,101,28.79,2.56
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=atambua,id&APPID=658432372d775e19d42e7c70280b22af",atambua,atambuaid,0,id,100,-7,125,25.24,5.41
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=miri,my&APPID=658432372d775e19d42e7c70280b22af",miri,mirimy,75,my,94,7,112,26.0,3.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=saint george,bm&APPID=658432372d775e19d42e7c70280b22af",saint george,saint georgebm,90,bm,83,34,-65,25.0,9.3
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=tucurui,br&APPID=658432372d775e19d42e7c70280b22af",tucurui,tucuruibr,20,br,69,-4,-50,30.59,1.26
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=palmer,us&APPID=658432372d775e19d42e7c70280b22af",palmer,palmerus,90,us,75,61,-144,10.0,2.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=nortelandia,br&APPID=658432372d775e19d42e7c70280b22af",nortelandia,nortelandiabr,0,br,82,-13,-58,27.69,3.56
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=kodinsk,ru&APPID=658432372d775e19d42e7c70280b22af",kodinsk,kodinskru,0,ru,77,60,99,11.89,1.06
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=souillac,mu&APPID=658432372d775e19d42e7c70280b22af",souillac,souillacmu,40,mu,78,-30,62,23.0,1.5
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=hasaki,jp&APPID=658432372d775e19d42e7c70280b22af",hasaki,hasakijp,75,jp,93,33,149,17.0,5.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=mercedes,uy&APPID=658432372d775e19d42e7c70280b22af",mercedes,mercedesuy,80,uy,100,-33,-58,15.69,8.36
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=veinticinco de mayo,ar&APPID=658432372d775e19d42e7c70280b22af",veinticinco de mayo,veinticinco de mayoar,32,ar,52,-36,-60,26.24,4.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=cherskiy,ru&APPID=658432372d775e19d42e7c70280b22af",cherskiy,cherskiyru,8,ru,76,66,161,-1.36,2.01
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=vilyuysk,ru&APPID=658432372d775e19d42e7c70280b22af",vilyuysk,vilyuyskru,48,ru,51,64,122,9.34,1.66
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=makakilo city,us&APPID=658432372d775e19d42e7c70280b22af",makakilo city,makakilo cityus,90,us,83,7,-165,25.0,2.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bandar,id&APPID=658432372d775e19d42e7c70280b22af",bandar,bandarid,68,id,97,1,100,22.89,1.86
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=port alfred,za&APPID=658432372d775e19d42e7c70280b22af",port alfred,port alfredza,24,za,70,-64,38,20.79,3.71
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=springdale,ca&APPID=658432372d775e19d42e7c70280b22af",springdale,springdaleca,68,ca,85,49,-56,2.84,14.01
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bereznik,ru&APPID=658432372d775e19d42e7c70280b22af",bereznik,bereznikru,36,ru,44,63,42,9.09,7.11
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=salalah,om&APPID=658432372d775e19d42e7c70280b22af",salalah,salalahom,20,om,83,18,55,29.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=jiwani,pk&APPID=658432372d775e19d42e7c70280b22af",jiwani,jiwanipk,0,pk,52,23,62,33.79,4.56
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=myitkyina,mm&APPID=658432372d775e19d42e7c70280b22af",myitkyina,myitkyinamm,100,mm,99,27,98,21.59,1.46
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=flin flon,ca&APPID=658432372d775e19d42e7c70280b22af",flin flon,flin flonca,20,ca,48,63,-102,16.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=dingle,ie&APPID=658432372d775e19d42e7c70280b22af",dingle,dingleie,32,ie,80,51,-12,17.39,3.26
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=sistranda,no&APPID=658432372d775e19d42e7c70280b22af",sistranda,sistrandano,0,no,52,68,8,20.0,5.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=cordoba,ar&APPID=658432372d775e19d42e7c70280b22af",cordoba,cordobaar,12,ar,48,-31,-64,11.69,0.71
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=kangaatsiaq,gl&APPID=658432372d775e19d42e7c70280b22af",kangaatsiaq,kangaatsiaqgl,80,gl,88,69,-56,0.89,2.91
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=sechura,pe&APPID=658432372d775e19d42e7c70280b22af",sechura,sechurape,24,pe,83,-7,-82,20.84,3.91
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=pangoa,pe&APPID=658432372d775e19d42e7c70280b22af",pangoa,pangoape,8,pe,84,-12,-72,22.44,1.11
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=iquique,cl&APPID=658432372d775e19d42e7c70280b22af",iquique,iquiquecl,40,cl,68,-20,-73,18.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=chambersburg,us&APPID=658432372d775e19d42e7c70280b22af",chambersburg,chambersburgus,75,us,61,40,-78,28.0,6.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=huancavelica,pe&APPID=658432372d775e19d42e7c70280b22af",huancavelica,huancavelicape,0,pe,30,-13,-75,10.29,1.56
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=georgetown,sh&APPID=658432372d775e19d42e7c70280b22af",georgetown,georgetownsh,76,sh,100,-1,-18,26.44,6.91
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=saint-philippe,re&APPID=658432372d775e19d42e7c70280b22af",saint-philippe,saint-philippere,75,re,64,-64,76,23.0,3.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=haines junction,ca&APPID=658432372d775e19d42e7c70280b22af",haines junction,haines junctionca,12,ca,87,56,-142,-1.51,1.21
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=caravelas,br&APPID=658432372d775e19d42e7c70280b22af",caravelas,caravelasbr,56,br,100,-20,-32,24.94,3.01
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=damavand,ir&APPID=658432372d775e19d42e7c70280b22af",damavand,damavandir,75,ir,36,36,52,24.0,5.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=naruja,ge&APPID=658432372d775e19d42e7c70280b22af",naruja,narujage,20,ge,78,42,42,23.0,2.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=sajanan,tn&APPID=658432372d775e19d42e7c70280b22af",sajanan,sajanantn,40,tn,68,38,9,23.0,3.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=lebu,cl&APPID=658432372d775e19d42e7c70280b22af",lebu,lebucl,44,cl,100,-33,-96,11.54,6.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=dandong,cn&APPID=658432372d775e19d42e7c70280b22af",dandong,dandongcn,0,cn,78,39,124,14.69,2.06
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=porto belo,br&APPID=658432372d775e19d42e7c70280b22af",porto belo,porto belobr,40,br,73,-27,-46,24.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=otjimbingwe,na&APPID=658432372d775e19d42e7c70280b22af",otjimbingwe,otjimbingwena,0,na,68,-23,16,20.74,1.91
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bekhtery,ua&APPID=658432372d775e19d42e7c70280b22af",bekhtery,bekhteryua,0,ua,67,46,32,24.14,3.26
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=henties bay,na&APPID=658432372d775e19d42e7c70280b22af",henties bay,henties bayna,0,na,92,-23,12,16.14,5.11
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=moree,au&APPID=658432372d775e19d42e7c70280b22af",moree,moreeau,0,au,79,-29,147,7.29,4.71
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=husavik,is&APPID=658432372d775e19d42e7c70280b22af",husavik,husavikis,75,is,63,73,-13,16.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=byron bay,au&APPID=658432372d775e19d42e7c70280b22af",byron bay,byron bayau,0,au,44,-29,159,15.0,6.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=ormara,pk&APPID=658432372d775e19d42e7c70280b22af",ormara,ormarapk,0,pk,48,24,64,32.04,8.06
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=jaisalmer,in&APPID=658432372d775e19d42e7c70280b22af",jaisalmer,jaisalmerin,0,in,17,27,71,35.09,0.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=arlit,ne&APPID=658432372d775e19d42e7c70280b22af",arlit,arlitne,0,ne,11,21,9,42.89,5.21
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bauchi,ng&APPID=658432372d775e19d42e7c70280b22af",bauchi,bauching,8,ng,81,10,10,29.94,1.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=torbay,ca&APPID=658432372d775e19d42e7c70280b22af",torbay,torbayca,90,ca,100,35,-48,4.0,15.9
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=vila velha,br&APPID=658432372d775e19d42e7c70280b22af",vila velha,vila velhabr,20,br,46,-29,-25,32.0,8.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=marienburg,sr&APPID=658432372d775e19d42e7c70280b22af",marienburg,marienburgsr,75,sr,66,7,-55,30.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=dunedin,nz&APPID=658432372d775e19d42e7c70280b22af",dunedin,dunedinnz,0,nz,79,-47,171,-7.71,1.21
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=lichtenburg,za&APPID=658432372d775e19d42e7c70280b22af",lichtenburg,lichtenburgza,0,za,17,-26,26,19.24,5.11
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=north myrtle beach,us&APPID=658432372d775e19d42e7c70280b22af",north myrtle beach,north myrtle beachus,1,us,88,31,-77,27.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=cabrero,cl&APPID=658432372d775e19d42e7c70280b22af",cabrero,cabrerocl,90,cl,100,-37,-72,10.0,1.66
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=gouyave,gd&APPID=658432372d775e19d42e7c70280b22af",gouyave,gouyavegd,40,gd,70,13,-63,30.0,8.7
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=visnes,no&APPID=658432372d775e19d42e7c70280b22af",visnes,visnesno,0,no,50,58,2,24.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=tasiilaq,gl&APPID=658432372d775e19d42e7c70280b22af",tasiilaq,tasiilaqgl,75,gl,80,59,-37,5.0,1.0
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=longyearbyen,sj&APPID=658432372d775e19d42e7c70280b22af",longyearbyen,longyearbyensj,75,sj,97,84,16,3.0,3.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=mabaruma,gy&APPID=658432372d775e19d42e7c70280b22af",mabaruma,mabarumagy,92,gy,100,8,-61,25.09,2.86
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=cabanbanan,ph&APPID=658432372d775e19d42e7c70280b22af",cabanbanan,cabanbananph,64,ph,95,10,123,24.94,1.16
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=margate,za&APPID=658432372d775e19d42e7c70280b22af",margate,margateza,0,za,74,-43,41,20.99,6.11
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=luderitz,na&APPID=658432372d775e19d42e7c70280b22af",luderitz,luderitzna,12,na,55,-32,5,18.0,10.3
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=tagab,af&APPID=658432372d775e19d42e7c70280b22af",tagab,tagabaf,0,af,15,35,70,25.0,7.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=hilo,us&APPID=658432372d775e19d42e7c70280b22af",hilo,hilous,90,us,94,2,-159,23.0,2.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=brazzaville,cg&APPID=658432372d775e19d42e7c70280b22af",brazzaville,brazzavillecg,20,cg,74,-4,15,29.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=kahului,us&APPID=658432372d775e19d42e7c70280b22af",kahului,kahuluius,75,us,83,34,-149,24.0,8.7
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=del rio,us&APPID=658432372d775e19d42e7c70280b22af",del rio,del rious,1,us,58,30,-102,31.0,6.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=adrar,dz&APPID=658432372d775e19d42e7c70280b22af",adrar,adrardz,0,dz,12,27,3,38.0,7.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=moose factory,ca&APPID=658432372d775e19d42e7c70280b22af",moose factory,moose factoryca,1,ca,47,55,-77,26.0,7.7
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=narsaq,gl&APPID=658432372d775e19d42e7c70280b22af",narsaq,narsaqgl,75,gl,70,77,-67,6.0,2.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=sanghar,pk&APPID=658432372d775e19d42e7c70280b22af",sanghar,sangharpk,0,pk,24,26,69,36.64,1.71
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=acapulco,mx&APPID=658432372d775e19d42e7c70280b22af",acapulco,acapulcomx,5,mx,70,9,-103,30.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=camopi,gf&APPID=658432372d775e19d42e7c70280b22af",camopi,camopigf,68,gf,89,3,-53,26.39,1.31
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=ternate,id&APPID=658432372d775e19d42e7c70280b22af",ternate,ternateid,100,id,100,3,128,28.04,3.41
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=aklavik,ca&APPID=658432372d775e19d42e7c70280b22af",aklavik,aklavikca,20,ca,46,71,-139,11.0,4.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=port augusta,au&APPID=658432372d775e19d42e7c70280b22af",port augusta,port augustaau,0,au,87,-30,139,6.0,2.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=barentu,er&APPID=658432372d775e19d42e7c70280b22af",barentu,barentuer,32,er,75,16,38,25.34,1.56
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=lumby,ca&APPID=658432372d775e19d42e7c70280b22af",lumby,lumbyca,90,ca,54,50,-119,12.0,2.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=honningsvag,no&APPID=658432372d775e19d42e7c70280b22af",honningsvag,honningsvagno,75,no,70,80,26,6.0,6.7
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=manokwari,id&APPID=658432372d775e19d42e7c70280b22af",manokwari,manokwariid,92,id,100,3,134,27.29,1.86
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=port hedland,au&APPID=658432372d775e19d42e7c70280b22af",port hedland,port hedlandau,75,au,28,-22,120,23.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=jinchang,cn&APPID=658432372d775e19d42e7c70280b22af",jinchang,jinchangcn,0,cn,33,40,104,15.19,2.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bambous virieux,mu&APPID=658432372d775e19d42e7c70280b22af",bambous virieux,bambous virieuxmu,40,mu,78,-30,73,23.0,1.5
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=isangel,vu&APPID=658432372d775e19d42e7c70280b22af",isangel,isangelvu,64,vu,100,-18,174,24.24,5.81
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=sao filipe,cv&APPID=658432372d775e19d42e7c70280b22af",sao filipe,sao filipecv,0,cv,90,8,-34,23.14,7.46
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bathsheba,bb&APPID=658432372d775e19d42e7c70280b22af",bathsheba,bathshebabb,40,bb,66,19,-50,30.0,9.3
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=payson,us&APPID=658432372d775e19d42e7c70280b22af",payson,paysonus,40,us,52,34,-111,21.0,3.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=fukue,jp&APPID=658432372d775e19d42e7c70280b22af",fukue,fukuejp,75,jp,93,33,127,17.0,1.5
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=shakawe,bw&APPID=658432372d775e19d42e7c70280b22af",shakawe,shakawebw,88,bw,28,-17,22,27.74,2.86
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=stokmarknes,no&APPID=658432372d775e19d42e7c70280b22af",stokmarknes,stokmarknesno,20,no,57,71,14,10.0,2.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=meulaboh,id&APPID=658432372d775e19d42e7c70280b22af",meulaboh,meulabohid,68,id,100,-2,90,26.44,2.46
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=saint-paul,re&APPID=658432372d775e19d42e7c70280b22af",saint-paul,saint-paulre,90,re,78,-21,52,23.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=soyo,ao&APPID=658432372d775e19d42e7c70280b22af",soyo,soyoao,0,ao,63,-9,7,30.04,2.91
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=macrohon,ph&APPID=658432372d775e19d42e7c70280b22af",macrohon,macrohonph,76,ph,89,10,125,27.64,3.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bandarbeyla,so&APPID=658432372d775e19d42e7c70280b22af",bandarbeyla,bandarbeylaso,8,so,85,9,54,26.69,12.91
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=banda aceh,id&APPID=658432372d775e19d42e7c70280b22af",banda aceh,banda acehid,76,id,89,2,90,26.54,1.26
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=iracoubo,gf&APPID=658432372d775e19d42e7c70280b22af",iracoubo,iracoubogf,88,gf,89,14,-50,26.14,2.06
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=panaba,mx&APPID=658432372d775e19d42e7c70280b22af",panaba,panabamx,8,mx,83,24,-88,29.74,2.46
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=rocha,uy&APPID=658432372d775e19d42e7c70280b22af",rocha,rochauy,88,uy,71,-39,-51,20.94,4.16
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=kushima,jp&APPID=658432372d775e19d42e7c70280b22af",kushima,kushimajp,68,jp,100,28,135,19.54,2.11
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=gondanglegi,id&APPID=658432372d775e19d42e7c70280b22af",gondanglegi,gondanglegiid,0,id,82,-14,112,20.84,1.96
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=charters towers,au&APPID=658432372d775e19d42e7c70280b22af",charters towers,charters towersau,0,au,68,-20,146,14.79,2.51
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=misratah,ly&APPID=658432372d775e19d42e7c70280b22af",misratah,misratahly,0,ly,66,32,16,25.89,4.66
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=larsnes,no&APPID=658432372d775e19d42e7c70280b22af",larsnes,larsnesno,0,no,36,65,4,27.0,2.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=shimoda,jp&APPID=658432372d775e19d42e7c70280b22af",shimoda,shimodajp,92,jp,100,28,140,18.09,5.51
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=male,mv&APPID=658432372d775e19d42e7c70280b22af",male,malemv,75,mv,79,4,74,30.0,7.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=gamba,ga&APPID=658432372d775e19d42e7c70280b22af",gamba,gambaga,0,ga,90,-9,3,26.64,5.71
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=thinadhoo,mv&APPID=658432372d775e19d42e7c70280b22af",thinadhoo,thinadhoomv,64,mv,100,0,70,28.54,7.96
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=cabanas,cu&APPID=658432372d775e19d42e7c70280b22af",cabanas,cabanascu,75,cu,70,24,-83,29.0,5.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=port blair,in&APPID=658432372d775e19d42e7c70280b22af",port blair,port blairin,48,in,100,10,89,28.14,5.31
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=awjilah,ly&APPID=658432372d775e19d42e7c70280b22af",awjilah,awjilahly,0,ly,21,25,20,36.74,1.41
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=nouadhibou,mr&APPID=658432372d775e19d42e7c70280b22af",nouadhibou,nouadhiboumr,0,mr,64,21,-18,22.0,9.8
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=vardo,no&APPID=658432372d775e19d42e7c70280b22af",vardo,vardono,75,no,64,77,35,5.0,7.7
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=antalaha,mg&APPID=658432372d775e19d42e7c70280b22af",antalaha,antalahamg,68,mg,82,-15,52,24.44,4.36
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=sabancuy,mx&APPID=658432372d775e19d42e7c70280b22af",sabancuy,sabancuymx,0,mx,90,19,-91,29.94,2.21
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=rio gallegos,ar&APPID=658432372d775e19d42e7c70280b22af",rio gallegos,rio gallegosar,0,ar,59,-52,-70,3.0,9.3
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=talcahuano,cl&APPID=658432372d775e19d42e7c70280b22af",talcahuano,talcahuanocl,20,cl,81,-32,-82,10.0,0.5
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=kaitangata,nz&APPID=658432372d775e19d42e7c70280b22af",kaitangata,kaitangatanz,0,nz,60,-58,172,-3.76,1.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=ranong,th&APPID=658432372d775e19d42e7c70280b22af",ranong,ranongth,0,th,94,10,97,26.0,1.21
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=marawi,sd&APPID=658432372d775e19d42e7c70280b22af",marawi,marawisd,20,sd,26,17,29,37.59,2.01
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=sorong,id&APPID=658432372d775e19d42e7c70280b22af",sorong,sorongid,92,id,100,0,130,25.94,0.26
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=newport,us&APPID=658432372d775e19d42e7c70280b22af",newport,newportus,1,us,64,45,-72,27.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bonavista,ca&APPID=658432372d775e19d42e7c70280b22af",bonavista,bonavistaca,88,ca,91,54,-49,4.09,16.71
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=bol,td&APPID=658432372d775e19d42e7c70280b22af",bol,boltd,0,td,19,8,16,40.04,2.96
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=dondo,mz&APPID=658432372d775e19d42e7c70280b22af",dondo,dondomz,20,mz,65,-19,35,26.0,2.41
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=jasper,ca&APPID=658432372d775e19d42e7c70280b22af",jasper,jasperca,92,ca,94,53,-119,1.39,0.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=saldanha,za&APPID=658432372d775e19d42e7c70280b22af",saldanha,saldanhaza,76,za,77,-43,-4,16.0,2.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=nynashamn,se&APPID=658432372d775e19d42e7c70280b22af",nynashamn,nynashamnse,0,se,35,59,18,23.0,3.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=birjand,ir&APPID=658432372d775e19d42e7c70280b22af",birjand,birjandir,0,ir,12,33,60,29.0,6.2
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=omboue,ga&APPID=658432372d775e19d42e7c70280b22af",omboue,ombouega,8,ga,100,-3,6,25.79,4.71
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=stellenbosch,za&APPID=658432372d775e19d42e7c70280b22af",stellenbosch,stellenboschza,20,za,76,-34,19,14.0,3.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=aksay,kz&APPID=658432372d775e19d42e7c70280b22af",aksay,aksaykz,20,kz,23,51,53,22.69,10.61
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=kalmunai,lk&APPID=658432372d775e19d42e7c70280b22af",kalmunai,kalmunailk,12,lk,67,8,83,29.14,2.46
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=san patricio,mx&APPID=658432372d775e19d42e7c70280b22af",san patricio,san patriciomx,40,mx,74,3,-119,30.0,1.61
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=fare,pf&APPID=658432372d775e19d42e7c70280b22af",fare,farepf,0,pf,100,-16,-151,26.89,6.46
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=korcula,hr&APPID=658432372d775e19d42e7c70280b22af",korcula,korculahr,40,hr,82,43,17,20.0,1.5
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=gairo,tz&APPID=658432372d775e19d42e7c70280b22af",gairo,gairotz,0,tz,33,-6,37,25.69,4.21
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=nizwa,om&APPID=658432372d775e19d42e7c70280b22af",nizwa,nizwaom,100,om,20,21,55,36.79,1.81
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=manta,ec&APPID=658432372d775e19d42e7c70280b22af",manta,mantaec,75,ec,78,0,-84,25.0,2.6
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=itaituba,br&APPID=658432372d775e19d42e7c70280b22af",itaituba,itaitubabr,75,br,78,-5,-57,28.0,1.51
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=gorontalo,id&APPID=658432372d775e19d42e7c70280b22af",gorontalo,gorontaloid,92,id,99,1,123,23.29,0.91
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=tuatapere,nz&APPID=658432372d775e19d42e7c70280b22af",tuatapere,tuataperenz,0,nz,100,-47,159,3.94,3.46
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=aguimes,es&APPID=658432372d775e19d42e7c70280b22af",aguimes,aguimeses,75,es,73,26,-15,21.0,11.8
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=chicama,pe&APPID=658432372d775e19d42e7c70280b22af",chicama,chicamape,90,pe,88,-14,-89,18.0,4.1
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=college,us&APPID=658432372d775e19d42e7c70280b22af",college,collegeus,40,us,71,75,-146,11.0,4.06
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=richards bay,za&APPID=658432372d775e19d42e7c70280b22af",richards bay,richards bayza,0,za,87,-31,36,19.14,2.21
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=inhambane,mz&APPID=658432372d775e19d42e7c70280b22af",inhambane,inhambanemz,75,mz,64,-23,36,24.0,2.76
"https://api.openweathermap.org/data/2.5/weather?units=metric&q=simoes,br&APPID=658432372d775e19d42e7c70280b22af",simoes,simoesbr,0,br,48,-8,-41,29.04,7.71
